#f9f1f0,#fadcd9,#f8afa6,#f79489
#6f5b3e,#f9f6f0,#c4ae78,#171515
#f3e1c0,#ebaab0,#275070,#955670
#aceef3,#ff7077,#ffe9e4,#ffb067
#d2fba4,#f1c0b9,#88ca5e,#1d741b
#f7d6c0,#f4b9b8,#96ad90,#3a4a3d
#b4f5f0,#2ceef0,#0476d0,#041f60
#ffa384,#e88d72,#543855,#ff8882
#f6a21e,#e55b13,#104210,#7a871e
#54627b,#ecd5bb,#ffffff,#710117
#922c40,#dc9750,#f3eac0,#1e2640
#15b5b0,#f9bdc0,#fbe698,#6dece0
#efd3b5,#5f093d,#b21368,#d67ba8
#fc8bc0,#fa53a0,#25c0c0,#f3bc50
#ff8370,#00b1b0,#fec84d,#e42256
#d9e4ec,#b7cfdc,#6aabd2,#385e72
#dee2ec,#8c756a,#1ac8db,#0292b7
#c3ceda,#738fa7,#0c4160,#071330
#ba0f30,#2f2440,#c6b79b,#ff2511
#bba78c,#efeae4,#f4c6d4,#f3dbb2
#778a35,#d1e2c4,#ebebe8,#31352e
#eae6f0,#f7cac9,#d68fb0,#bf3880
#b4aaa9,#fff0df,#f8fafd,#f0c9b3
#a58cb3,#838bc2,#eae7fa,#d9a1a0
#c59894,#f0d1bf,#f7c9b6,#877785
#0000a3,#0067b3,#40b0df,#ffd53d
#1dc690,#278ab0,#1c4670,#eaeae0
#beafc2,#695e93,#8155ba,#281c2d
#39918c,#d0b49f,#ab6b51,#2f435a
#e8eef1,#43b0f1,#057dcd,#1e3d58
#0a0708,#444444,#747474,#b1b1b1
#ffb067,#ffed86,#a2dce7,#f8ccdc
#cb857c,#f6cbb7,#faf7f4,#9c2d41
#005437,#debad6,#340744,#741aac
#001f3d,#045174,#d89c60,#e87a00
#98042d,#bf4c41,#fcc0c5,#e1e2e7
#ffc5d0,#ffff00,#22cae0,#f52ec0
#dc4731,#fff3d9,#b8390e,#3b0918
#fadcdc,#4d4c60,#d691a0,#c45f90
#d773a2,#07bb9c,#ffd743,#a06ab4
#535e4b,#c1c2ad,#b5a4a3,#e9e6e2
#1a5653,#107869,#5cd85a,#08313a
#e2808a,#f1ccd7,#2e765e,#638c80
#fec8a7,#fceca5,#b5eecb,#cbc7fc
#f6d4d2,#a16ae8,#4120a9,#a1a9fe
#eafbff,#77ddf9,#ffa0a3,#7f8fa3
#0d698b,#f2f1e8,#050533,#e34234
#99b0b0,#b5b2b0,#fcfaf0,#8a9ea0
#54086b,#ff0bac,#00bec5,#050833
#f9f1f0,#663635,#e1999f,#deb3ad
#774a62,#fbd2c9,#313e61,#81abbc
#fbf6f3,#feb06a,#36d6e7,#5d6c89
#d6c099,#d6cec0,#8e8a92,#ae8781
#ffa3b8,#f7d6d0,#fc3c80,#821d30
#533440,#a47786,#e4d4c8,#9db6cc
#4f0000,#d9ced6,#303437,#ae8b70
#31b4f2,#0000ff,#025492,#f8cf40
#7cf3a0,#b4f8c8,#ff75d8,#ff45b5
#94dfe6,#ebdcc7,#b5eecb,#fcb9b5
#ff5765,#ffdb15,#8a6fdf,#a8e10c
#e4f4f3,#a1dbf1,#71d5e4,#00b6bc
#0a4158,#4b8378,#ff9636,#e4d7d0
#0e050f,#170b3b,#341948,#9388a2
#f7e3d9,#f9c7e4,#c6d8d5,#feedcf
#f0ccb0,#b97d60,#f0a160,#f54d3d
#e9ddd4,#000000,#e9ddd4,#900020
#988780,#ffffff,#13292A,#e7ded9
#fede00,#b4f8c8,#6ab8ee,#a8d9f8
#ada7a7,#d3d3cb,#d37506,#9f2b00
#65463e,#aad6a0,#dcbaa9,#d2e5d0
#07dac0,#171810,#d6dfe0,#ce2380
#f3ecda,#c4ac95,#94553d,#ffcba4
#c55ffc,#efdcf9,#323e42,#7954a1
#5d59af,#a072be,#be81b6,#e390c8
#ae388b,#5df15d,#e983d8,#f9b4f6
#feefde,#dae3e6,#dfdacd,#6e6d6e
#d01110,#0a0a00,#a8bbb0,#ebe8e0
#f6a970,#f0dac0,#ee7840,#5c5f30
#5c4e4e,#988686,#d1d0d0,#000000
#bdc6d9,#52688f,#e3e7f1,#7391c8
#e3e8f0,#82807f,#414754,#e5d7be
#dba40e,#4b5a20,#787d12,#7e6e13
#b7a1a6,#c1c2ad,#efd593,#edc1bb
#f8e5e6,#aaf1f5,#51b9cd,#3a5673
#fbe5c0,#f88379,#d0e6f0,#4c5d70
#1f3541,#5289b5,#afd8f2,#edf2f3
#fbe7e0,#f9e4d0,#ecc0b0,#9c3940
#16796f,#7cb7af,#cadedf,#9ca89e
#000000,#f41f4e,#fbfbfb,#ffc2c7
#8ae2e0,#f6c324,#3aa3a0,#f7d330
#f9f940,#f50ca0,#43dde2,#eac5b0
#a1afa0,#f7edd0,#970c10,#947360
#5e376d,#bd97cb,#f3eac0,#747080
#f9b8b1,#f84791,#57dbd8,#25388e
#e95670,#b34270,#713770,#432f70
#fbc0c0,#fb6c90,#fb8da0,#fb5490
#47484a,#d49796,#dcae96,#dbcac0
#0000ff,#4b7bf5,#79a9f5,#c2e2f5
#07040a,#ab0552,#b175ff,#efebe2
#51a7ad,#f1ede3,#f7a7bf,#dcd2d8
#f3e3e2,#74112f,#0c0c1e,#1b2e3c
#c5e5a5,#98b66e,#f9d876,#fbe39d
#fbb80f,#fbee0f,#c598af,#7f4aa4
#ba8d80,#f0d9d0,#dfa8a3,#e2b080
#4c3d40,#bdb5c0,#c8b4d0,#f6eef0
#ebe7d0,#d3a550,#121110,#d01110
#27231f,#de0001,#c8651b,#feda15
#c8f4f9,#7fe5f0,#513b41,#f83839
#fed43f,#2bb8b3,#e151af,#bed7d8
#ff6584,#abe8e6,#f0d7d9,#41b5af
#151b25,#034687,#dbe8e1,#e10032
#57ddf3,#14c2dd,#a1f7a1,#c7f954
#f86f15,#fac218,#deb3ad,#f51663
#eaeaea,#bc9476,#acbaad,#c7a19b
#2b4560,#e1e7e0,#6aa4b0,#2f6d80
#6e3562,#dfb160,#34586e,#d18d96
#c5e3f2,#a8cee9,#eed6d3,#e29cb4
#013a20,#d4d6cf,#536f16,#3f4122
#e4e5e8,#53565a,#4d0011,#4b443c
#e1ecf0,#54a2d2,#a9cee8,#003a64
#ac8e60,#e9dac4,#749eb2,#bd8e83
#79808a,#f1e6c8,#dcdcd0,#d3bab1
#140005,#464033,#7e7c73,#bbc4c2
#f1ece4,#cb7666,#a93d49,#eab996
#ffe0ae,#f5631a,#a2abce,#ffa303
#00e091,#00735c,#c1d9b7,#e5a298
#006884,#053d57,#f2f1ef,#97bcc7
#1966b0,#73d9f0,#f7b301,#eb773e
#333f63,#715c8c,#d7d4dd,#838bc2
#fffff5,#f9f9fb,#fdf4e3,#b59f84
#928d89,#ff8882,#ffa384,#e4e69b
#93e9be,#f4b18c,#ebeef1,#3b9778
#6c6a61,#ede4e3,#6c6a61,#c0c0c0
#420264,#5c038c,#1b1734,#896fbc
#190204,#ff8976,#cb4e47,#ffcba4
#00e2d3,#37a6a0,#90cdd0,#fffea8
#1c9b8e,#0f1e64,#53dfd1,#50655b
#f09ca2,#b2c4cb,#999da0,#f3f3e7
#faa590,#b43930,#fbe5e0,#f28a80
#00478f,#ff5d00,#2a231f,#d8e1e7
#b0d2da,#cab29f,#7da1bf,#2f4a60
#9a76a5,#b19ff9,#c89dd8,#e6ded3
#f9f1f0,#deb3ad,#a0877d,#25232b
#e1a140,#532200,#efcfa0,#914110
#391306,#f1ced4,#710019,#f9ccd3
#92794f,#ddcab2,#c3b090,#f1ece4
#ffce13,#88070b,#f65156,#009292
#bdf0d6,#ffd294,#f7ebdb,#f3a089
#d3f4fb,#9de3f6,#59d7ee,#53dfd1
#f4f7f0,#bfd2d0,#368980,#62ccc0
#fbdd00,#e9a200,#b32800,#7f0000
#01dee6,#ff66e9,#ff5412,#fbf608
#f4f2eb,#e4021b,#ffdb15,#3f5e98
#3b707d,#ffb85d,#ff5412,#030a04
#b1d4e0,#afc1d0,#1c3f60,#0b1320
#ffdb15,#020301,#b5a197,#f3f5f9
#f0e5d0,#eecac9,#fa3980,#f90067
#970c10,#bfcad0,#474440,#738580
#7c9cab,#e8cbb1,#feecc3,#333a44
#9fd9d0,#f7c9c0,#f34c50,#3aa7a0
#edd0c0,#c8626d,#b3c0ae,#bc8880
#8fa01f,#1d741b,#8bcd50,#ded93e
#e6b794,#b8ddd6,#e0ebe5,#ad9787
#00ead9,#00c4b0,#138b83,#345351
#f7d4e0,#fd7ac0,#7ad7f0,#44c8e0
#0b1c48,#ecd5bb,#ffffff,#710117
#d95980,#63aac0,#f99b45,#284e60
#f1e488,#01b9cc,#f3b9df,#d3e9e7
#d9c1bb,#9ab19a,#52584d,#090a0e
#fbb574,#e88d72,#543855,#ff8882
#f9e9d0,#db8780,#a30052,#26161f
#4c5355,#c44b4f,#607d86,#cbcdcb
#314e70,#35d5d0,#edaec0,#ebeee0
#523a28,#228280,#bf6336,#edf1f2
#0b0909,#44444c,#8c8c8c,#d6d6d6
#f7dd80,#8ae2e0,#f7d330,#3aa3a0
#abea7c,#f2e34c,#b2d7da,#e151af
#dcdbd8,#d1a58a,#5c97b8,#183a53
#0b1f65,#e8e3cc,#d7a449,#db3f29
#f2d6c0,#e5b990,#d79b70,#fddbd8
#00e0d4,#eaeff2,#ff4500,#eaeff2
#f2f1f0,#c0c9cc,#a39d92,#636059
#016367,#9e3a14,#e66912,#0b1c48
#71e7e0,#ff8bda,#43a9dd,#f12e90
#f8a8c5,#fbd160,#eb63a0,#e44650
#1e1514,#ffffff,#ecd5bb,#013a20
#9ca0a1,#d7d4cc,#a7c0be,#4d6772
#b4f8c8,#fbc858,#ff8210,#565819
#ffb001,#44ee77,#019992,#fb475e
#16796f,#adc9c5,#6cb0a8,#10564f
#1b2a37,#dcc5c3,#d6e1eb,#adc4d7
#a2c4e0,#f7cb2d,#52688f,#82a4e3
#6b1b00,#ae8b70,#f9fefb,#56382d
#fcd699,#ddc9d8,#f6c8cc,#f09ca2
#745d20,#cea660,#f3ede0,#6b7a40
#63747a,#c0c2c9,#123175,#5298c1
#facb80,#fbd8b0,#f69770,#b52b40
#f36870,#e8dac0,#ffb7b0,#a9c5d0
#040000,#f6c7a5,#f2d0c1,#f7f8f8
#050606,#fdfdfd,#d8d7d5,#adb3bc
#9f90cf,#0461b1,#b1365b,#e9d8e1
#715b5b,#a47c7a,#d6c5c4,#0f1110
#e6694c,#ff8d80,#f9c8b0,#68e7e0
#ecf87f,#e4a58f,#97d49b,#a6e2dc
#a5cfe3,#00221c,#028476,#e7f6fc
#f0f7e0,#d3bbdd,#bc96ca,#95ba61
#ffe0ae,#ff4500,#6c8255,#ffa303
#d6dde0,#446fa0,#223c60,#51555b
#dc7726,#ddc077,#57896a,#4a545d
#a6dfeb,#fc979d,#f8cd4f,#fb4a9b
#31ed31,#10bc10,#11a7bb,#2ab67b
#cce0d2,#61c2a2,#2c8395,#1d617a
#fbbc54,#f8dcb0,#fc5e70,#f2b190
#b5f2ee,#ff7930,#00e0ea,#f9f1e0
#eee7e0,#725450,#c6ad90,#f7cac9
#21c5c4,#f9e950,#ff94b2,#c14f60
#a9bcb0,#e88670,#384960,#4c7d60
#add3d0,#970c10,#153250,#fefcff
#3d393b,#7e1e80,#9505e3,#b637fb
#f5631a,#feeba0,#d41e00,#481d01
#fca7a5,#5a3e79,#130329,#A76286
#067593,#055772,#09a9c8,#001f3d
#d0dee5,#e89394,#f6f1e7,#988e92
#89be63,#afcca9,#cfedee,#ecf9f2
#f0d8b8,#634f40,#f3f0e9,#e6b794
#e2d9ca,#4a94a8,#2b293c,#6a4973
#bfd7ed,#60a3d9,#0074b7,#003b73
#a9b7c2,#d0b49f,#4a6f89,#eece88
#5e376d,#f7e951,#d4bbdd,#f6e6e8
#f248b6,#14527c,#080b39,#69124a
#a3c14a,#6d8343,#d103d1,#6E3562
#f7d8d9,#a1dbe5,#ffd8c0,#00b7af
#04f9f2,#0091e7,#005bea,#0000ff
#15998e,#45b08c,#48bcd1,#c0dcec
#4f3750,#cb9870,#8d8960,#aaa1a0
#fc4db0,#f9e830,#221530,#f52870
#1e3148,#9e6f6d,#e6d7d5,#43b14b
#fcf8f6,#00bbd1,#00e0ea,#96a1a8
#fbdcc0,#ddafb0,#8f6980,#1c2520
#fdd264,#ffc680,#f56b39,#670305
#8c9b88,#f5e8da,#735e93,#eff1ef
#73436d,#e5e6e9,#b67c9a,#1f252f
#f1beca,#b95c50,#cd7e7f,#f3e4e2
#f2e4cf,#d09064,#a96036,#dbc4af
#a2c4e0,#f7cb2d,#0d659d,#1390e0
#deb3ad,#eb7c8f,#dc5d85,#dfd1c5
#29b3ff,#81eaff,#fbc00e,#ffd774
#2ff3e0,#ff8000,#e09d60,#1f3960
#ffce66,#f9ab40,#a9e5d5,#44455b
#e78484,#fca4a2,#47d3ce,#c8f4f9
#9dbed1,#14829f,#d8e3ec,#004f76
#d8cee6,#72435c,#b4f8c8,#424651
#ff0f39,#feda15,#7e9dc2,#f8f8f8
#b83330,#cbd7d0,#f3ede0,#d5b690
#fdf2e7,#fee900,#04d3bc,#feccc8
#ff2768,#a3a3b7,#1b4a56,#f2eef7
#d1a179,#f1e6d4,#c1c2ad,#cbe1df
#08392b,#578e87,#f7e2c7,#29660c
#a16ae8,#b19ff9,#0e3506,#fea303
#fcdca9,#ecc4b3,#b8d0dd,#669dba
#f0ede0,#433f30,#970c10,#918e80
#f76201,#feeba0,#d41e00,#672901
#e5dace,#bcbec0,#5c5350,#3c3630
#f3cc3c,#d19a30,#7d3f20,#000000
#e5e8e8,#8d9797,#4e545c,#000401
#e4f4f3,#a1dbf1,#71d5e4,#00b6bc
#a58cb3,#a16ae8,#eae7fa,#d9a1a0
#6b3a2c,#c9b1c6,#3b0918,#c9b1c6
#0074dd,#9bccfd,#36d6e7,#81599f
#bf8422,#361b28,#bc9c22,#b6ccd7
#65dff6,#00478f,#1a83cc,#cbebf5
#ecf1f2,#7f7f7f,#f4d800,#050707
#10564f,#21b6a8,#30d9c8,#75e6da
#29660c,#f7e2c7,#578e87,#1c4508
#1848a0,#47d8e0,#59cee0,#2692d0
#a92420,#d1913e,#0e3160,#135390
#ede7d0,#fdcd93,#034f39,#549369
#ffffff,#e9d8e1,#e5cef6,#b655c8
#fbdc6a,#b12b24,#760504,#090a0e
#3a6a59,#a7a88a,#d6c18a,#b9c8bc
#ffbf90,#f36870,#ced6ca,#fff5d7
#f8d7a8,#ef9771,#dddda4,#7b583d
#3c4c70,#dca1b0,#edeef1,#9168a0
#e9679b,#f8cd4f,#b9a3d1,#6ee0e0
#64d5dd,#57a5b8,#f68181,#a94a5f
#e3e6e0,#252930,#c0b3a0,#6b8490
#bbc0b6,#d58469,#f0ede4,#435861
#dddbdb,#eea5a6,#9e968e,#fbc99c
#13c3f7,#ff2768,#e9e9e7,#fff387
#fdf2ed,#f7c9b6,#f1a17e,#a53e12
#2b6670,#637e90,#77a7b0,#e5f2f0
#970c10,#eff4f0,#384640,#244c60
#719f1e,#4a7212,#d5ce58,#104210
#d5d5c0,#4ddde0,#31cce0,#1db3c0
#ea3160,#142b70,#e99eb0,#4652a0
#008fde,#a4d8fb,#38cced,#9571ab
#1b2e3c,#0c0c1e,#4d0011,#f3e3e2
#e08955,#0048a4,#e35a01,#689ab8
#fafbf4,#00a0f3,#0000ff,#000066
#7a0051,#d3b1c2,#240831,#e44b7d
#061e47,#68a4f1,#2b6ad0,#1f4591
#f2dad0,#ecb4b9,#ea85c7,#899a89
#627e8b,#d2cccc,#eaedf0,#184b29
#f6d4d2,#edd1fa,#9fa8eb,#4120a9
#104210,#6a8820,#d3c02f,#f2e437
#8f4553,#f4f3f1,#e6e5e3,#e2acb9
#e8c6ae,#d4c7af,#bdb8b6,#807672
#3b2244,#a06ab4,#e845ae,#eba408
#dcf2f0,#ffe65b,#fad7f3,#66b8c9
#b46490,#e3d9e0,#f1ecd0,#634f50
#dca7a0,#165c40,#e17a82,#8cc7c0
#040a18,#0b1c47,#f5f5e9,#873f49
#252827,#fffee6,#291211,#f8cf2c
#e928a0,#271140,#3cbed0,#e6d350
#f7cbca,#ec6964,#f18370,#721816
#325980,#d4c2b0,#202e50,#777180
#0000a3,#004197,#7f3e71,#df265e
#1e1200,#8b8060,#fdfff0,#970c10
#efeae0,#e98fc0,#9e8f90,#cd6090
#e9dac4,#39221f,#ef813e,#5e6826
#dc7726,#ecc046,#f5f7ed,#42c0d2
#fefae5,#d4c5b6,#c4cec5,#6e726e
#8eb7ce,#54627b,#a2beef,#fbb2a3
#6d3d38,#e9dac4,#e0ac8e,#514843
#f5d5e4,#e66579,#fcc0c5,#f7e7ce
#043bb1,#1e8ad3,#10bc10,#1d3537
#2b18a3,#f353d5,#e9d8e1,#88c9fa
#cdd3d0,#87b1b0,#386e90,#344a70
#738a76,#65fc6a,#ff0bac,#e4f995
#ede5e1,#95675b,#c6a590,#d4ac74
#3b2244,#105160,#2d7670,#cd966b
#00264c,#36454f,#a3abb0,#d4d0d0
#003366,#71b1c5,#cbe6ef,#f0f2f3
#d0b49f,#c0d39a,#4f5f2c,#2a291c
#787d12,#567c09,#bcc41c,#ebf094
#001f3d,#151983,#1863d6,#b6cbe1
#e36920,#efa710,#e8d4c0,#dcad90
#fbdfa0,#ffc2c7,#5dd9fb,#bbd5d2
#eedee0,#f87db0,#ef5c90,#bc2d40
#874a5b,#232425,#e3cdbc,#afb2ae
#088280,#063340,#008000,#04d010
#f0e7e4,#131919,#634f40,#b49a87
#d3d2c7,#5b89ae,#adc4d7,#cb8e66
#603f8b,#b9a7bb,#323b36,#616c59
#222222,#988686,#74b7ac,#b24a3b
#e3eff9,#aacde5,#6cc4dc,#3f92b7
#ecf1f2,#53565a,#f4d800,#050707
#3f6d3c,#f7bbdb,#ff0bac,#7b163e
#fd7924,#57a5b8,#e21b32,#ecef5b
#222c45,#9ebfcf,#8e7b96,#eed6d3
#f09360,#f62280,#fb8fc0,#f9bf50
#7268b0,#dc8cb0,#2dd220,#e721a0
#256c70,#bf0d70,#f054b0,#e0e9d0
#130170,#cdf4dc,#01949a,#cd0046
#2b4310,#4e7130,#c9b590,#95b250
#590c69,#4a0d4a,#d19fc6,#398fc7
#fdbfaf,#fcee96,#7eb6d7,#4d5264
#bad3e4,#1e77bd,#10564f,#04345c
#f8ffca,#b6d084,#ffcb32,#2f7604
#04dc77,#016236,#b6d2a5,#d89384
#b14100,#e39e30,#8a5920,#8fae70
#383940,#a98ab0,#f1f1f0,#ada9ad
#592f2d,#402220,#b5605c,#eeb4a4
#23424a,#65a9a6,#ececeb,#3b707d
#65d4ee,#9de89c,#fac12f,#cfe9ef
#5b5c50,#1b1e1e,#c2ad90,#e4dcc0
#c3a57c,#c1937d,#c1b199,#ded8cd
#000c20,#ef3340,#f1b420,#fffae0
#4c3260,#e43480,#ead4c0,#f43ab0
#203946,#778d99,#c6ae96,#ff9936
#4e514e,#988c80,#e0a39f,#f9ebe1
#ffffff,#f7e7ce,#a2a3aa,#aa9c92
#ddb040,#d1b780,#e3e5e0,#464239
#40b5f0,#2144c0,#142270,#030303
#686a4e,#cfcdc2,#977557,#757573
#603840,#bd8990,#9f94a0,#b7d0e0
#c9d9f0,#8155ba,#fec437,#fe5bd6
#b80454,#1d190a,#b175ff,#dcbcd0
#e35a01,#4c7c71,#2e4769,#1f262e
#c8f4f9,#1592b4,#e0a030,#a06204
#9271c2,#2d1674,#fff2ff,#703acf
#98d7c2,#a1a3a5,#05abc4,#0490ae
#ebe99e,#8bca67,#f9d976,#055816
#ffda77,#f1afc0,#0696b0,#d83471
#ffbbca,#ecfdf1,#b4f8c8,#efedc6
#016236,#02894b,#06040a,#bed3ab
#f1d26c,#2b1200,#cf5c00,#8d1e00
#9782ad,#f05b06,#f3b9df,#9d1b6f
#fad02c,#e12a2a,#469a49,#192a29
#475250,#9589a9,#b5eecb,#f8a2a8
#e6bdcc,#eceadb,#a3768b,#DEBAD6
#dfd6d1,#1f232c,#ffffff,#83746e
#ace6f2,#5fc9da,#5b7485,#89cff0
#3e4b59,#87939e,#fd9096,#d6f7f8
#117660,#09323b,#04b16f,#14e114
#003d7a,#051537,#04247c,#0458ab
#686361,#e32227,#1a7cfa,#0070e0
#74b2d0,#fff593,#f36870,#fafaf0
#07d2be,#f24e70,#b4f8c8,#0f1300
#a2c4e0,#f7cb2d,#071330,#122e76
#e80000,#1e73be,#c850b0,#660a60
#00bfd6,#cadfd9,#8bd1e4,#00b5a2
#a9ba88,#d9c6bf,#f6f0e7,#6d6f73
#e4d7cf,#8a3240,#617969,#98705d
#f1b416,#e56a19,#000000,#900000
#9dced0,#a98ab0,#f0f1cf,#8ea350
#5558d8,#d4bbdd,#fbd3da,#8adfe3
#287686,#dfd1a9,#c79fa7,#603f8b
#201a1e,#d0b49f,#e4d4c8,#e2e6e7
#b4f8c8,#f8d3b7,#f7ac32,#a44757
#028476,#015d53,#030303,#6ecb5a
#7a797d,#04d3bc,#d4b0cb,#00e0eb
#cdcbaf,#5f6510,#723056,#b67c9a
#7a3e26,#cf6856,#f7e7ce,#ffffff
#7a3e26,#cf6856,#f7e7ce,#ffffff
#adc8d2,#9f9c93,#54627b,#f4f4f6
#490e08,#f1a17e,#f7c9b6,#f7dc6f
#2b192e,#f5e8da,#50006c,#ce8ca5
#dd819c,#3b1f52,#1e142b,#a05987
#474241,#cda67a,#a7a88a,#d0ccb9
#13292a,#91cabe,#499fa4,#b5dfd6
#0f7d80,#e2bab0,#ff96b7,#5fd3c8
#5bdce1,#e73ba5,#f4975b,#f9d8ce
#343920,#f8f9f7,#71743a,#d5ba90
#fdc0a0,#cfd1d1,#4d0011,#000000
#964555,#f0bbd3,#c3d6db,#fadcdc
#654e30,#527640,#212510,#1a3315
#e5a298,#c1d9b7,#2c7721,#00e091
#42c3f7,#00a5e9,#003a6b,#e7edeb
#40c69f,#2e765e,#d62b83,#05234c
#c98169,#e0ebe5,#b8ddd6,#e6b794
#0086ac,#1181c8,#f2f0fc,#ff0000
#4a2720,#8f4f40,#eec3c2,#e1b1a0
#7ed8e0,#f766a0,#58e4e0,#294ea0
#0086aa,#cac6c6,#00456d,#67d7ed
#cca78a,#eeeeee,#dcb4b1,#bdf0d6
#08153a,#0b1f65,#2535d9,#c08d2c
#ffc2c7,#ffffff,#9a5a43,#d4e9f0
#499fa4,#a9582b,#ba9973,#eddf9c
#34ded0,#94faf0,#3af7f0,#31d1d0
#2b5615,#f8cf2c,#db55d4,#9b948a
#806460,#d4cbc0,#a1aea0,#704f70
#738580,#3e3e3e,#bfcad0,#970c10
#5d7772,#b6e2d3,#43616f,#152d2e
#6c6d76,#f9fbf7,#ee93a9,#bdf0d6
#5ccccb,#f6f0e7,#1c799e,#908984
#3e004a,#ade292,#4120a9,#7800a2
#f3e5c3,#d3a771,#cfc0ae,#694532
#bed1df,#546e81,#001f3d,#9cb9cc
#4b443c,#4d0011,#232425,#e4e5e8
#92cf93,#0b1c48,#e2eddd,#decaba
#dce7e0,#e2c9dd,#f4babf,#5e4749
#192740,#4b6d90,#85aed0,#b8d1e0
#9d5060,#e7dfe0,#376380,#2d1f30
#eed6d3,#69c9bc,#f7bca5,#f7837c
#daa486,#fafcf0,#13fbe2,#008291
#4d0011,#4e706a,#1f192b,#eec7bb
#75b7d0,#263f60,#e4ebe0,#3982b0
#4871e8,#b175ff,#ab729f,#2d1674
#606462,#edf0ee,#00735c,#00493a
#2b8e8e,#73b03a,#5cd85a,#278ed5
#e2b327,#4693b8,#0b1f65,#e1d9d1
#35ccbe,#3c7782,#dfe8e6,#aecdcb
#000000,#3a4968,#ff4500,#0087ca
#342030,#cd9b80,#f29db4,#fae8e0
#44492b,#cdd1b8,#ddbba4,#ebddd8
#a4aa83,#d8ddb8,#4c411a,#f3eed9
#7a403e,#9f2b00,#f89700,#d8cd9d
#41483c,#fcc931,#ccd8c7,#eeeeee
#e5e1d9,#daa7a2,#a7a88a,#37391e
#756457,#3b3c38,#d5bba9,#f1ece4
#41b0c1,#f04854,#505149,#e2e4e7
#5c0601,#f9943b,#d05301,#d1c2c2
#2367b1,#f8cf2c,#e4e6ed,#d3a877
#091235,#14202e,#2b4257,#88a9c3
#04425b,#bbcbbe,#16796f,#10564f
#e0d1db,#b9968d,#2c393d,#e6c4b9
